710:0.010263644 0.73513377 -0.6301249 -0.16007286 -0.4723775 -0.7225182 0.14234266 -1.4415939 -0.2574336 -0.45735243
205:-0.05601974 0.27030817 -0.64581996 0.1878508 0.4056358 0.0051352484 -0.11188272 -0.68347573 0.0016009059 -0.2611401
45:-0.5862301 0.25343728 -0.43588325 0.27556935 0.63926506 0.10088486 0.08239063 -0.09260343 -0.18758012 -0.029072782
515:-0.34919536 -0.047928717 -0.018470967 0.072692096 0.740193 -0.2723835 0.10770587 -0.2432803 -0.26061764 -0.038012806
574:-0.5058863 0.124557436 -0.60227305 0.10614902 0.24718174 0.17534159 0.41819108 -0.38844073 -0.30071956 -0.56043357
858:0.4025694 -0.12698509 -0.19552268 0.5656256 -0.22128019 -0.05770716 0.10441023 0.19248652 -0.23554195 0.013159335
619:0.031930804 0.48740742 -0.33429688 -0.09167647 0.018745739 -0.47774234 -0.20445617 -0.7224596 -0.077520244 -0.6905422
507:-0.15006392 0.16284543 -0.1695073 -0.1772957 -0.065266356 0.13321345 0.5060906 -0.14463028 -0.31943738 -0.45252478
113:-0.20675066 1.0016551 -0.77087426 -0.2143774 0.2036375 -0.51303583 0.09012453 -0.82334304 -0.48089737 -0.78484565
34:0.3105986 -0.0126177175 -0.087956116 0.10820399 0.340932 0.5426328 -0.19827038 -0.09662391 -0.15499118 -0.0031012436
563:-0.09427486 0.37406453 -0.5460244 -0.31870264 0.08696995 -0.07007603 0.37553984 -0.49391365 -0.0793644 -0.19952016
381:-0.39510578 0.20351996 0.39946672 -0.13962041 0.5852977 -0.16178448 0.320285 -0.6799795 -0.22862251 0.20384783
455:-0.3125895 0.9400062 0.4118625 -0.33066204 0.3994742 0.020900367 0.630657 -0.5579331 0.12620743 0.04483483
388:-0.2095236 0.5162051 -0.6268379 0.42633373 0.5080585 -0.39959842 0.31821284 -0.016179724 -0.45820245 -0.044231813
169:-0.22362316 0.67676824 0.62134284 -0.16123702 0.13749415 0.09840288 0.39240032 -0.7194872 0.2421808 -0.4229351
444:-0.0013536545 0.59235007 -0.5862307 -0.30074796 0.36062232 -0.22286068 0.5894559 -0.23628145 -0.17970024 -0.15536165
193:-0.4653486 0.37969843 0.48205492 -0.39677832 0.4440704 -0.347711 0.236329 -0.25351614 -0.096224226 -0.26339152
713:-0.015202302 0.46202558 -0.912549 0.09080891 0.2367154 -0.6664874 0.3939665 -1.419278 0.32034147 -0.48727265
302:0.21573928 -0.00048212995 -0.9922969 -0.0009362288 1.0662183 -0.42409176 -0.050988335 -0.1652064 -0.32091463 -0.25623393
153:0.08527853 0.6491987 0.14947556 -0.6220708 -0.52720016 0.8390435 0.24374987 0.49885958 -0.43132278 0.31182694
844:0.051611234 -0.16846664 -0.6281108 -0.17367913 0.60006094 -0.20511141 0.30881733 -0.5557357 -0.18033977 -0.13350655
335:-0.03773349 0.488395 -0.31403 0.38216263 0.54644597 -0.44893682 0.2106568 -0.22094981 0.045565754 0.042606495
885:-0.4251379 0.5043768 -0.5187607 -0.14673994 -0.1756937 -0.55613804 0.12858164 -0.29753122 -0.3109616 -0.7024561
735:0.0220111 -0.13806564 -0.43842986 0.020208977 -0.0428216 0.052651003 0.6619596 -0.33952555 -0.15004943 -0.44668743
664:0.07090347 0.5156655 -0.29715586 -0.43133223 -0.3967778 -0.30291623 0.1927596 -0.6620838 -0.012676352 -0.37825608
93:-0.33245787 0.4801552 0.2379729 -0.15371697 -0.4397467 0.020982228 0.5534407 -0.78916264 -0.0771226 -0.56204337
158:-0.2621707 0.797229 0.8893253 -0.049205553 -0.1898394 -0.019626413 0.22031987 -0.23946573 -0.007743243 -0.40899783
458:-0.019778721 0.14862315 0.24352618 -0.07742563 -0.07524223 0.02679619 0.60549414 -0.79147506 -0.009093089 -0.42306465
997:-0.20205002 0.083716415 -0.6010135 0.21361944 -0.030682964 0.21219207 0.08940164 -0.4672599 0.09860327 -0.10409492
182:-0.28117287 0.65033686 -0.46109933 -0.038548138 -0.0755403 -0.68539435 0.01554327 -1.0250676 -0.4288517 -0.14029446
147:-0.12906888 0.21832052 -0.13152386 -0.06410676 0.13173182 -0.10684045 0.53186625 -0.37831485 -0.27927813 0.32901168
616:0.12881345 0.78232235 0.31758067 0.012725437 0.067224585 -0.11674235 0.58630687 -0.30685005 -0.029786238 0.11889007
589:-0.0363313 -0.30800253 0.14086787 0.11052047 -0.1130382 0.3973578 0.10867957 0.15473755 -0.40573025 0.06772713
544:-0.025164947 0.7628503 0.14195855 -0.25710458 -0.49087352 0.550652 0.2791482 -0.6557352 -0.21237536 -0.7046116
436:-0.099562466 0.62129915 -0.064627014 0.1473543 -0.32400328 0.2887272 0.3119911 -0.6667963 -0.084493175 -0.7020218
862:-0.16529319 0.1368309 -0.23156725 -0.06917458 0.51815903 -0.3120175 0.03117265 -0.29898196 -0.14974968 -0.3225368
836:0.14521872 0.6220856 -0.029846806 0.15553433 -0.6722498 -0.15340383 0.28041658 -1.0735576 -0.20286526 -0.5029485
697:0.49490336 -0.035401195 -0.24753642 0.046651747 0.16005768 -0.45289093 0.6198342 -0.87091 -0.27156943 0.0047360477
12:-0.016017163 0.5850418 0.035849925 0.19699796 -0.28490087 -0.2050314 0.31722948 -0.8363268 -0.3575341 -0.30814403
223:-0.21862976 -0.28432557 -0.17335016 0.2240237 0.20432952 0.020488946 0.19956107 -0.043592192 -0.28104898 -0.13393924
541:0.24978575 -0.3924988 -0.11614413 0.33005688 0.05109226 -0.011949385 0.1975526 0.27985564 -0.18436562 -0.38989952
66:0.32785815 0.60301244 0.15678163 -0.04811522 -0.776884 -0.3463012 0.40967903 -0.7524465 -0.7937849 -0.5572652
216:-0.30592635 0.48670334 0.19041112 -0.09790713 -0.27505308 0.24098586 0.246617 -0.3874477 0.068982296 -0.18537936
89:-0.32364738 0.2767339 0.032652903 -0.5133331 -0.2294384 0.12216766 0.41834864 -0.435677 -0.46164033 -0.7061158
963:0.58899546 0.68852705 -0.03317849 -0.36811775 0.7042452 0.09403692 0.42649487 0.07717706 0.03585286 -0.46657723
925:0.27197546 0.42371413 -0.308665 0.29785767 -0.023905858 -0.25508037 0.49031818 0.3971601 0.13353513 -0.79448587
608:0.08748583 -0.19496752 -0.25233746 0.43743536 -0.07149847 -0.10713755 -0.1799837 0.2040527 -0.58940566 -0.06237291
124:-0.16043977 -0.18604867 -0.6119207 0.01389234 -0.10333405 -0.263263 0.2898263 -0.9697851 -0.3103875 -0.38762698
84:0.37626523 0.5549098 -0.5752487 0.13242055 0.77180326 -0.55384976 0.22749895 -0.2998186 -0.56939477 -0.17021951
833:0.25117865 0.57584757 -0.7243517 -0.36904016 -0.7615813 -0.15425989 0.43628597 -0.87737596 -0.30036238 -0.37455854
638:-0.03697173 0.21803963 -0.6316998 -0.9439378 0.51651704 -0.9727201 0.11700938 -0.42942557 0.3712128 -0.09085622
8:0.56555134 0.6711566 0.15712924 -0.23326865 -0.03525646 0.034135353 0.5400241 -0.8834417 -0.39708334 0.14394812
73:0.14950936 0.32896852 -0.088653944 0.13909322 0.2856614 -0.29736564 0.2285791 -0.19072601 -0.32949165 -0.2158259
941:0.31272134 0.4577658 -0.38875335 0.03519923 0.45674077 -0.1886425 0.20118909 0.19421151 -0.06087173 -0.5203752
307:-0.17459929 0.30364922 -0.8869073 0.3965721 0.8231997 -0.40281138 -0.019799095 0.023320893 -0.4144381 0.13674484
678:0.0831884 -0.1836282 -0.24164708 0.44579625 0.3663533 -0.52481264 0.17945603 0.15850703 -0.41706452 0.17126755
501:-0.33707005 0.003301722 -1.1339619 0.21759309 0.29361007 -0.3439592 0.49206063 -0.38898003 -0.50709045 0.049051914
519:0.11520785 0.57299185 0.75397825 0.12420099 -0.6258566 -0.1164702 0.32163256 -0.057784986 -0.43417013 -0.56139225
276:-0.7345547 0.44304937 0.42954212 -0.49529794 0.04698078 0.13197513 0.13335255 -0.53168356 0.029277379 -0.57646847
164:-0.1276679 0.17531039 -0.44328725 -0.048352942 0.25421563 0.0021594903 0.3540342 -0.35189268 -0.30434594 -0.34648657
170:-0.27963132 0.19871266 0.2012443 -0.38334215 -0.2370222 0.011765928 0.46428603 -0.4513805 -0.24408278 -0.45893916
425:0.085821845 0.47128493 -0.8265061 -0.17157197 0.71752906 -0.043666836 0.16681577 -0.29128072 0.05079999 -0.110320985
813:0.15632068 0.69274706 -0.61085063 -0.565495 -0.1366413 -0.4194544 0.17672476 -0.6249819 -0.19530506 -0.56390065
78:-0.10055373 0.2109308 -0.65535444 0.21372388 -0.4893126 -0.078545704 0.5484101 -0.9253048 -0.19838484 -0.7080066
881:0.6517025 0.5808679 0.048764814 -0.33694726 -0.18084428 0.0555227 0.41065314 -1.0820342 0.2931261 -0.77670455
526:-0.14578009 0.0934886 -0.6001801 0.16766329 0.22069438 -0.119792804 0.5312779 -0.28161606 -0.050891593 -0.12989224
649:0.007901887 0.037128195 -0.7048945 0.19271424 0.08476804 -0.18894605 0.55471396 -0.18732518 -0.26043484 -0.61710995
952:0.40873802 0.45454898 0.27264673 -0.34202063 0.28579113 -0.10263528 0.057398383 0.0928196 -0.29353812 -0.31335446
461:-0.18466122 0.29616204 -0.4438852 0.06751572 0.5667407 -0.252336 0.23621424 -0.40520087 0.17551894 -0.08931116
324:-0.1405691 0.28333652 -0.4679562 -0.06327904 0.69001055 -0.13462362 0.31481874 -0.7515125 0.30017143 -0.0070779286
332:-0.09815808 -0.055777937 -0.13845395 -0.11015056 -0.6929633 -0.028859543 0.8548696 -0.52293026 0.04193015 -1.1559194
175:-0.44294766 0.07000179 -0.4646313 0.028355116 -0.04652812 0.05385488 0.633052 -0.56592906 -0.24113016 0.022408389
19:-0.1735129 0.12004904 0.3061179 0.2029381 -0.31964958 0.6922836 0.072031766 -0.3921445 0.18852763 -0.49826604
313:0.82201254 1.028318 0.09906339 0.058605235 0.011957352 -0.017811269 0.505133 -0.91105527 0.028879799 -0.28655195
918:0.804495 0.7732144 -0.05755487 -0.09696398 1.1722486 -0.109076366 0.2472146 0.50624514 0.21675049 -0.6422301
724:-0.018112272 0.5572059 0.20488527 0.26716715 -0.82502866 -0.31333593 0.450962 -0.7973076 -0.42928982 -0.2517082
362:-0.22702493 0.82093054 0.3122993 -0.25471464 0.18449517 -0.10101454 0.37611008 -0.3419703 -0.09854177 0.06360952
265:-0.22253443 -0.06659432 0.021605564 0.15440917 0.90044177 -0.25739932 -0.31036362 -0.087666 -0.15138505 -0.084266916
806:-0.10591213 -0.15032662 -0.61764824 0.0021228737 0.09605544 -0.5807037 0.41790393 -0.37342265 -0.56496596 0.0036797596
100:-0.010531318 0.5045807 0.19548707 0.48482588 -0.4165074 -0.7182736 -0.017953716 -0.8186021 -0.5761797 -0.13773867
732:0.08027805 0.30634904 -0.363882 -0.24595204 -0.5466069 -0.43003866 0.53688484 -1.1346476 -0.5298685 -0.5428476
23:-0.22910653 0.64245594 0.25468105 0.09113143 -0.24637389 0.23110123 0.44620624 -0.31826618 0.014042483 -0.63682586
433:-0.40109465 0.5996743 -0.0690985 -0.27293414 -0.44874668 0.15107119 0.6323147 -0.9653032 -0.15891457 -0.24388438
62:-0.25357926 -0.18663892 0.3443534 -0.02207093 0.40699598 0.004307441 -0.79471016 0.007440393 -0.57462996 -0.50342673
552:-0.5057413 0.68895006 0.5723177 -0.4439181 -0.111308485 0.10613981 0.15165766 -0.1788672 -0.16133429 -0.45361206
321:-0.24281447 0.1164973 -0.97166526 0.21364371 0.7567294 -0.4005209 0.08628629 -0.72433054 -0.35077786 0.6276915
580:0.15056372 0.4406112 -0.50110596 0.4154226 0.5803152 -0.23509859 -0.2744564 -0.5855673 -0.53064805 -0.4788395
929:0.644724 0.23665287 -0.6412214 -0.34412506 0.7504124 -0.58607525 0.36147243 0.64904314 -0.16455466 -0.8448378
537:-0.4498693 -0.12682122 -0.043342136 -0.019394562 0.5869359 0.017471269 0.20083545 -0.5750128 -0.24189718 -0.15244684
