710:-0.4448335 -0.47051767 1.5957913 -1.1628152 -1.2325952 0.024799021 -1.1740102 0.33024773 -0.42788866 0.84746027
205:-0.47641742 -0.57444733 0.37639976 0.25034797 -0.59855324 0.10507051 -0.704696 -0.34823146 -0.25926507 -0.20128377
45:-0.6140567 -0.24654752 -0.04693194 0.64837617 0.00046690743 -0.28861597 -0.6157569 -0.31201097 0.08914496 -0.23621699
515:-0.2987565 -0.09090653 -0.38770998 0.4823665 -0.050875224 -0.09337335 -0.73647094 -0.28177294 0.16809914 -0.8544288
574:-0.94848526 -0.65626436 0.30338776 0.21338432 -0.041550577 -0.20652013 -0.54253936 -0.14791892 -0.245576 -0.17425738
858:-0.38009045 0.20310073 -0.098137006 -0.7253733 0.04993963 -0.041173425 0.16102001 0.16113666 0.24198103 -0.1087318
619:-0.34882334 -0.27903748 0.89332575 -0.6905283 -0.95763445 0.020290937 -0.8891911 0.1959535 -0.2839108 0.4674002
507:-0.035037667 -0.15779954 0.19905709 0.1266619 0.41055328 0.015304076 -0.41307223 -0.49348772 -0.23884226 0.0269586
113:-0.09539067 -0.53273547 0.6093873 -0.9841585 -0.9728324 0.42690074 -1.1943384 0.070978984 -0.43319258 0.2625383
34:-0.26168135 -0.72200537 0.044588853 0.019694915 -0.21301723 0.3304055 0.43733805 -0.00916555 0.18281032 -0.28439245
563:-0.37213832 -0.22594342 0.48736462 -0.13388307 -0.145378 -0.16248529 -0.64950067 -0.16428594 -0.40329522 -0.6292315
381:0.2539308 -0.0061552585 0.18185002 0.73785275 -0.36026502 -0.19952218 -0.8326648 -0.61775106 0.24774721 -0.13526173
455:0.47021258 -0.26077494 0.53554255 0.11162834 -0.58224624 -0.94543856 -0.61597717 -0.3638376 0.4690142 0.32854924
67:-0.70810354 -0.3516491 1.3766919 -0.83329535 -1.2214581 -0.005017056 -1.2170898 0.83670026 -1.098917 -0.5377894
388:-0.47477698 -0.16924675 0.00656156 -0.10068317 -0.21503197 0.3959877 -0.622102 -0.22399615 -0.07145992 -1.0070856
974:0.20281805 -0.6601314 -0.10356345 -0.744988 -0.09436408 -0.04378932 -0.55329955 -0.22276108 -0.62337655 -0.72226757
310:0.38190064 -0.69615036 1.6388931 -0.3504792 -0.9852701 -0.83093375 -0.6189407 0.35257113 -0.1297007 0.21044986
169:0.6015906 -0.16533016 0.7951243 0.3211185 -0.6609897 -1.0292095 -0.6734399 -0.38963473 0.44501412 0.5527065
444:-0.48720288 -0.098021545 0.5597742 0.26607618 -0.13003479 -0.4899441 -0.59093803 -0.56411797 -0.37559092 -0.093616046
120:0.006966326 -0.74119264 0.89316034 -0.6867221 -0.95860827 -0.26129764 -0.5846434 0.020597927 0.28397423 0.33837125
193:0.014924942 -0.07973722 0.27674955 0.4116313 0.44762275 -0.33506986 -0.6477775 -0.084340274 0.36463583 0.07882703
